White,Black,Result,Moves
franklinbaca1982,saubhagya,1-0,1. e4 d6 2. d4 g6 3. c4 Bg7 4. f4 Nf6 5. Nc3 b6 6. e5 dxe5 7. fxe5 Nfd7 8. Nf3 c5 9. e6 fxe6 10. Ng5 Nf6 11. d5 exd5 12. cxd5 O-O 13. Bc4 Qd6 14. O-O a6 15. Bf4 Qd8 16. d6+ Kh8 17. Nf7+ Rxf7 18. Bxf7 exd6 19. Bxd6 Bb7 20. Be5 Qe7 21. Bxf6 Bxf6 22. Bd5 Nc6 23. Qf3 Bd4+ 24. Kh1 Rc8 25. Rae1 Qg5 26. Re6 Ne5 27. Rxe5 Qxe5 28. Bxb7 Re8 29. Bxa6 Kg7 30. h3 h5 31. Qf7+ Kh6 32. Bd3 Re7 33. Qxg6#
saubhagya,ginting,1/2-1/2,1. e4 e5 2. Nf3 Nf6 3. Nc3 Nc6 4. d4 d6 5. Bb5 exd4 6. Nxd4 Bd7 7. O-O Be7 8. f4 Nxd4 9. Qxd4 Bxb5 10. Nxb5 Qd7 11. a4 a6 12. Nc3 O-O 13. h3 b5 14. axb5 axb5 15. Rxa8 Rxa8 16. e5 dxe5 17. Qxe5 c6 18. Rd1 Qb7 19. Be3 Bb4 20. Bc5 Bxc3 21. Qxc3 Ne4 22. Qd4 Re8 23. Qd8 Qc8 24. Qxc8 Rxc8 25. Be7 f6 26. Rd8+ Rxd8 27. Bxd8 Kf7 28. g4 g6 29. Kg2 f5 30. Kf3 Ke6 31. Bb6 Kd5 32. Be3 Kc4 33. h4 h5 34. gxh5 gxh5 35. Ke2 b4 36. Bb6 Ng3+ 37. Kf3 Ne4 38. Ba7 c5 39. Ke3 Nd6 40. Kd2 Nb5 41. Bb6 Nd4 42. b3+ Kb5 43. Kd3 Nf3 44. Bd8 Ne1+ 45. Kd2 Ng2 46. Bg5 Kc6 47. Kd3 Kd5 48. c3 bxc3 49. Kxc3 Ne1 50. Kd2 Nf3+ 51. Ke3 Nd4 52. b4 cxb4 53. Bf6 Nc6 54. Bb2 Kc4 55. Kd2 Nd4 56. Kc1 b3 57. Kb1 Ne2 58. Be5 Kd3 59. Kb2 Ke4 60. Kxb3 Nxf4 61. Bxf4 Kxf4 62. Kc2 Kg4 63. Kd3 Kxh4 64. Ke3 Kg3 65. Ke2 h4 66. Kf1 h3 67. Kg1 h2+ 68. Kh1 Kf3 69. Kxh2 Ke2 70. Kg1 f4 71. Kg2 f3+ 72. Kg3 f2 73. Kg4 f1=Q 74. Kg5 Qf3 75. Kg6 Qe3 76. Kg7 Kd3 77. Kg8
QiBiL_324,saubhagya,1-0,1. d4 d6 2. Bf4 g6 3. Nf3 Bg7 4. h3 Nf6 5. e3 h5 6. Bh2 O-O 7. Be2 b6 8. O-O Bb7 9. Nbd2 Nbd7 10. c4 e5 11. d5 e4 12. Nd4 Re8 13. Rc1 c5 14. Nc2 Ne5 15. b3 a6 16. a3 b5 17. f4 exf3 18. Bxf3 Nxf3+ 19. Nxf3 Bh6 20. Qd3 Ne4 21. Rce1 Qe7 22. Kh1 Rab8 23. Re2 bxc4 24. bxc4 Bc8 25. Nd2 Bf5 26. Nxe4 Bxe4 27. Qc3 Bg7 28. Qe1 Rb2 29. Qc1 Reb8 30. Ref2 Qh4 31. Rf4 Qe7 32. Ne1 Bxg2+ 33. Nxg2 Rxg2 34. Kxg2 Rb2+ 35. R1f2 Qg5+ 36. Kf1 Ra2 37. Rxa2 Qe7 38. Raf2 f5 39. Qd2 Qb7 40. h4 Qb1+ 41. Kg2 Be5 42. R4f3 Bf6 43. Bxd6 Bxh4 44. Qb2 Qe1 45. Qb8+ Kf7 46. Qc7+ Kg8 47. Bg3 Bf6 48. d6 Qd1 49. d7 Kf7 50. d8=Q+ Be7 51. Qxd1
Hatim1234,saubhagya,0-1,1. e4 d6 2. Nf3 e5 3. Nc3 f5 4. d3 Nf6 5. Bg5 fxe4 6. Nxe4 Be7 7. Bxf6 Bxf6 8. Nxf6+ Qxf6 9. Qd2 O-O 10. Be2 Nc6 11. c3 d5 12. O-O Bg4 13. h3 Bh5 14. Rac1 Rae8 15. Nh2 Bxe2 16. Qxe2 e4 17. d4 Na5 18. Ng4 Qb6 19. b3 Nc6 20. Qe3 Ne7 21. Ne5 Nf5 22. Qe2 Qd6 23. g4 Nh6 24. f4 exf3 25. Rxf3 Rxf3 26. Qxf3 c5 27. Rf1 cxd4 28. c4 Qxe5 29. cxd5 Qe3+ 30. Qxe3 dxe3 31. Re1 Nf7 32. Kg2 Ng5 33. h4 Nf7 34. Kf3 Ne5+ 35. Kf4 Nd3+ 36. Kf3 Nxe1+ 37. Ke2 Nc2 38. g5 Nd4+ 39. Kd3 e2 40. Kxd4 e1=Q 41. Kc4 b6 42. a4 a5 43. d6 Qb4+ 44. Kd5 Rd8 45. d7 Rxd7+ 46. Ke6 Qd6+ 47. Kf5 Re7 48. b4 Re5+
saubhagya,LiteBitsian,0-1,1. e4 c6 2. d4 d5 3. e5 Bf5 4. g4 Be4 5. f3 Bg6 6. h4 h6 7. Nh3 e6 8. Nf4 Bh7 9. Bd3 Bxd3 10. Qxd3 c5 11. c3 Nc6 12. Be3 cxd4 13. Bxd4 Nxd4 14. cxd4 Ne7 15. Nc3 Nc6 16. O-O-O Be7 17. g5 hxg5 18. hxg5 Rxh1 19. Rxh1 Kd7 20. g6 Bg5 21. Ne2 fxg6 22. Qxg6 Rc8 23. Qxe6+ Kc7 24. Kb1 Bxf4 25. Nxf4 Nxd4 26. Rc1+ Kb8 27. Rxc8+ Qxc8 28. Qxc8+ Kxc8 29. Nxd5 Nxf3 30. Kc2 Nxe5 31. Kc3 Kd7 32. Kd4 Nc6+ 33. Ke4 Ke6 34. Nc7+ Kd6 35. Nb5+ Kc5 36. Nc3 Kc4 37. Nd5 a5 38. b3+ Kc5 39. Ne7 Kb4 40. Nxc6+ bxc6 41. Kd4 g5 42. Kd3 Ka3 43. Kc4 g4
saubhagya,avinashhari,0-1,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Nf6 5. e5 d5 6. Bb5 Ne4 7. Nxd4 Bd7 8. Bxc6 bxc6 9. O-O Bc5 10. Be3 Bb6 11. f3 Ng5 12. c3 c5 13. Nb3 c4 14. Nc5 Bc6 15. b4 cxb3 16. axb3 Ne6 17. b4 a5 18. Nd2 axb4 19. Rxa8 Qxa8 20. cxb4 d4 21. Nxe6 dxe3 22. Nxg7+ Kf8 23. Nc4 e2+ 24. Nxb6 exd1=Q 25. Nxa8 Qd4+ 26. Kh1 Kxg7 27. Nxc7 Qxe5 28. f4 Qxc7
kingalpesh,saubhagya,0-1,1. e4 d6 2. d4 g6 3. Bd3 Bg7 4. c3 Nf6 5. Bh6 Bxh6 6. Nf3 Bg7 7. O-O O-O 8. h3 b6 9. Nh2 Bb7 10. f4 Nxe4 11. Bxe4 Bxe4 12. Nd2 Bb7 13. Ng4 Nd7 14. f5 h5 15. Ne3 c5 16. fxg6 fxg6 17. Qc2 cxd4 18. cxd4 Rc8 19. Qxg6 Rxf1+ 20. Rxf1 Nf8 21. Qxh5 e5 22. Nf5 Ne6 23. Nh6+ Bxh6 24. Qxh6 Bd5 25. Rf6 Ng7 26. Qg5 Rc1+ 27. Kh2 Qe7 28. dxe5 Qxe5+ 29. Qxe5 dxe5 30. Rd6 Bxa2 31. Ne4 Rc2 32. Nf6+ Kf7 33. Nd7 Ke7 34. Rd1 Rxb2 35. Nxe5 Nf5 36. Nc6+ Kf6 37. Nxa7 Ne3 38. Rd6+ Ke5 39. Rd8 Rxg2+ 40. Kh1 Bd5 41. Re8+ Kd4 42. Nb5+ Kd3 43. Rxe3+ Kxe3 44. Nc7 Bf3 45. Ne6 Kf2 46. Ng5 Rg1+ 47. Kh2 Rh1#
saubhagya,navee07,0-1,1. e4 d5 2. exd5 Nf6 3. Nc3 Nxd5 4. Nxd5 Qxd5 5. d4 Bf5 6. c4 Qd7 7. Nf3 e6 8. Bf4 Bb4+ 9. Bd2 Bxd2+ 10. Qxd2 O-O 11. Be2 Nc6 12. O-O Rad8 13. Rad1 Ne7 14. Rfe1 Bg6 15. b3 c6 16. Ne5 Qc7 17. Nxg6 Nxg6 18. Bh5 a6 19. Bxg6 hxg6 20. Qc3 Qe7 21. d5 cxd5 22. cxd5 Qd6 23. h3 exd5 24. Qd4 Rfe8 25. Rxe8+ Rxe8 26. Qxd5 Re1+
saubhagya,Anandmp,1-0,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 e5 5. Nxc6 bxc6 6. Bd3 Nf6 7. f4 d6 8. O-O Be7 9. fxe5 dxe5 10. Nc3 O-O 11. Qf3 Bg4 12. Qg3 Be6 13. Qxe5 Bd6 14. Qg5 h6 15. Qh4 Bc5+ 16. Kh1 Qd4 17. Bxh6 Ng4 18. Ne2 Nf2+ 19. Kg1 Nxd3+ 20. Nxd4 Bxd4+ 21. Kh1 Nf2+ 22. Rxf2 Bxf2 23. Qxf2 gxh6 24. Rf1 Rae8 25. e5 Re7 26. Qf6 Rfe8 27. Qxh6 Bd5 28. Rf4 Rxe5 29. Rg4+ Rg5 30. Rxg5#
RitSam49,saubhagya,0-1,1. d4 d6 2. Bf4 g6 3. Nc3 Bg7 4. Qd2 Nf6 5. e4 b6 6. f3 Bb7 7. Be2 Nbd7 8. g4 h6 9. h4 g5 10. hxg5 hxg5 11. Rxh8+ Bxh8 12. Bxg5 c5 13. d5 Qc7 14. Nb5 Qb8 15. Nh3 a6 16. Nc3 Qc7 17. Bd3 O-O-O 18. Qe2 Ne5 19. Bxa6 c4 20. Bxb7+ Kxb7 21. O-O-O Ra8 22. Kb1 Nfd7 23. Bxe7 Nc5 24. Bh4 Ng6 25. Bf2 Bxc3 26. Bxc5 Qxc5 27. bxc3 Qa3 28. Qxc4 Ne5 29. Qb3 Qa5 30. Ng5 f6 31. Ne6 Nxf3 32. Rf1 Nd2+ 33. Kb2 Nxb3 34. cxb3 Qxa2+ 35. Kc1 Qa1+ 36. Kd2 Qxf1 37. Nd4 Ra2+ 38. Ke3 Qg1+ 39. Kf4 Rf2+ 40. Ke3 Qg3+ 41. Nf3 Qxf3+ 42. Kd4 Rd2+ 43. Kc4 Qd3+ 44. Kb4 Rb2 45. Ka4 Qxe4+ 46. b4 Qc4
saubhagya,i234_shrihari_1234,0-1,1. e4 c6 2. Nf3 d5 3. exd5 cxd5 4. d4 Nc6 5. c4 Bg4 6. Be2 dxc4 7. h3 Bh5 8. g4 Bg6 9. Nc3 e6 10. Bxc4 Bb4 11. O-O Bxc3 12. bxc3 Be4 13. Nd2 Bd5 14. Ba3 Nge7 15. Bxd5 Qxd5 16. Qe2 O-O 17. Nb1 Rfd8 18. Nd2 Ng6 19. Rab1 b6 20. Ne4 Nf4 21. Qe3 Nxh3+ 22. Qxh3 Qxe4 23. Rfe1 Qg6 24. Kg2 Ne7 25. Rh1 Nd5 26. Qg3 Rac8 27. Bb2 Nf6 28. Rbe1 Qxg4 29. Qxg4 Nxg4 30. Kg3 Nf6 31. f4 Rd5 32. Rh2 Rb5 33. Ba1 Rh5 34. Reh1 Rxh2 35. Rxh2 Ne4+ 36. Kf3 Nxc3 37. Rc2 h6 38. Rxc3 Rxc3+ 39. Bxc3 Kf8 40. Ke4 Ke7 41. a4 f6 42. d5 g6 43. dxe6 Kxe6 44. Bd4 h5 45. Bf2 Kd6 46. Kd4 f5 47. a5 b5 48. a6 Kc6 49. Kc3 b4+ 50. Kxb4 Kd5 51. Bxa7 Ke4 52. Bf2 Kxf4 53. a7 Kf3 54. a8=Q+ Kxf2
BPHC,saubhagya,1-0,1. e4 d6 2. d4 c5 3. dxc5 Qa5+ 4. Nc3 Qxc5 5. Nf3 Bg4 6. Be2 Nd7 7. O-O O-O-O 8. Be3 Qh5 9. Bxa7 Ngf6 10. Qd4 e5 11. Qc4+ Nc5 12. b4 Be6 13. Nd5 Nxd5 14. exd5 Bxd5 15. Qxd5 e4 16. Qxh5
saubhagya,knganesh97,1-0,1. e4 e6 2. Nf3 c5 3. c3 Nc6 4. d4 cxd4 5. cxd4 d5 6. exd5 Qxd5 7. Nc3 Bb4 8. Bd2 Bxc3 9. Bxc3 Nf6 10. Be2 Ne4 11. O-O Nxc3 12. bxc3 O-O 13. c4 Qd8 14. Qd3 h6 15. Rad1 Ne7 16. Ne5 Nf5 17. Bg4 b6 18. Bxf5 exf5 19. Rfe1 Qg5 20. g3 f4 21. Nf3 Qg4 22. Ne5 Qg5 23. d5 f6 24. Nc6 Bf5 25. Ne7+ Kh8 26. Qxf5 Qxf5 27. Nxf5 Rac8 28. Rd4 fxg3 29. hxg3 Rfd8 30. Re7 a5 31. Rxg7 Rc5 32. Rh4
albert1729,saubhagya,0-1,1. e3 d6 2. d4 g6 3. Nf3 Bg7 4. c4 Nf6 5. Nc3 O-O 6. Be2 b6 7. O-O Bb7 8. d5 Nbd7 9. Nd4 Rc8 10. Bd2 e5 11. dxe6 Nc5 12. exf7+ Rxf7 13. b4 Nce4 14. Nxe4 Nxe4 15. f3 Nxd2 16. Qxd2 Qe7 17. e4 c5 18. Nb5 Bxa1 19. Rxa1 cxb4 20. Qxb4 d5 21. Qxe7 Rxe7 22. cxd5 Rc2 23. Kf2 Ba6 24. Nd4 Rb2 25. Ke3 Bxe2 26. Nxe2 Rb5 27. Rd1 Rd7 28. Rd2 a5 29. Nf4 Kf7 30. e5 Rd8 31. e6+ Ke7 32. Ke4 Rb4+ 33. Ke5 Rb5 34. Rc2 g5 35. Rc7+ Ke8 36. Kf6 gxf4 37. Re7+ Kf8 38. Rf7+ Kg8 39. Ke7 Rbxd5 40. Rxf4 h5 41. Rg4+ hxg4
Dunkestein02,saubhagya,0-1,1. e4 d6 2. Nf3 g6 3. d4 Bg7 4. c3 Nf6 5. Bd3 O-O 6. O-O b6 7. h3 Bb7 8. Re1 Nbd7 9. Bg5 Re8 10. Bc2 Qc8 11. Nbd2 e5 12. d5 c6 13. c4 b5 14. b3 bxc4 15. bxc4 cxd5 16. cxd5 Nc5 17. Bxf6 Bxf6 18. Rc1 Qd7 19. Nb3 Rac8 20. Nxc5 Rxc5 21. Ba4 Rxc1 22. Bxd7 Rxd1 23. Bxe8 Rxe1+ 24. Nxe1 Ba6 25. Nf3 Bd3 26. Nd2 Bg5 27. Nf3 Bc1 28. Ng5 Bxg5 29. f3 Be3+ 30. Kh2 Bc4 31. a4 a5 32. Kg3 f5 33. Bd7 f4+ 34. Kg4 Kg7 35. g3 h5+ 36. Kh4 Bf2 37. Kg5 fxg3 38. h4 g2 39. Bh3 g1=Q+ 40. Bg4 Be3+ 41. f4 Bxf4#
saubhagya,vidish1604,0-1,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. Nxc6 bxc6 6. Nc3 Bg7 7. Bd3 Nf6 8. Bd2 O-O 9. O-O d6 10. f4 e5 11. fxe5 dxe5 12. Bg5 Re8 13. Qf3 Re6 14. Bc4 Qb6+ 15. Kh1 Rd6 16. Rad1 Rxd1 17. Rxd1 Be6 18. Bxe6 fxe6 19. Bxf6 Rf8 20. Qd3 Bxf6 21. h3 Bh4 22. Qd6 Bg3 23. Qxe6+ Kg7 24. Rd7+ Kh6 25. Rd1 Qf2 26. Rg1 Bf4 27. Qg4 Be3 28. Qd1 Rd8 29. Qf1 Qxf1 30. Rxf1 Bd2 31. Na4 c5 32. c3 c4 33. Nc5 Be3 34. Ne6 Re8 35. Nc7 Re7 36. Nb5 Rb7
tamia98,saubhagya,0-1,1. e4 d6 2. Nf3 g6 3. h3 Bg7 4. Bc4 Nf6 5. d3 O-O 6. Bg5 a5 7. Nc3 c6 8. a3 b5 9. Ba2 Bb7 10. Qd2 b4 11. axb4 axb4 12. Ne2 Nxe4 13. Qxb4 Nxg5 14. Nxg5 Qc7 15. O-O Na6 16. Qe1 Nc5 17. Ne4 Nxe4 18. dxe4 Bxb2 19. Bxf7+ Kxf7 20. Rxa8 Bxa8 21. Qb1 Bg7 22. Qb3+ e6 23. Nd4 Bxd4 24. Rd1 Bc5 25. Qd3 Ke7 26. Qg3 Bxf2+ 27. Qxf2 Rxf2 28. Kxf2 Qb6+ 29. Kf1 Bb7 30. Ke1 Qe3+ 31. Kf1 Ba6+ 32. Rd3 Bxd3+ 33. cxd3 Qxd3+ 34. Kf2 Qxe4 35. Kg1 c5 36. Kh2 c4 37. h4 c3 38. Kh3 c2 39. Kh2 c1=Q 40. g3 Qch1#
saubhagya,Surprised_Me,1/2-1/2,1. e4 c5 2. c3 Nc6 3. d4 cxd4 4. cxd4 d5 5. exd5 Qxd5 6. Nf3 e6 7. Nc3 Bb4 8. Bd2 Bxc3 9. bxc3 Nf6 10. Bd3 O-O 11. O-O a6 12. Re1 b5 13. a4 Bb7 14. axb5 axb5 15. Rxa8 Rxa8 16. Qe2 Ra2 17. Bxb5 Na5 18. c4 Qd6 19. Qe5 Qxe5 20. dxe5 Bxf3 21. Bxa5 Rxa5 22. exf6 Be2 23. fxg7 Kxg7 24. f3 Bd3 25. Kf2 Ra3 26. Kg3 Rc3 27. h4 Bxc4 28. Bxc4 Rxc4 29. Re4 Rxe4 30. fxe4 f5 31. e5 Kg6 32. Kf4 Kh5 33. g3 h6 34. Kf3 Kg6 35. Kf4 Kh5 36. Kf3 Kg6 37. Ke3 Kh5 38. Kf4 Kg6 39. g4 fxg4 40. Kxg4 h5+ 41. Kf4 Kh6 42. Ke4 Kg6 43. Kf4 Kh6 44. Kf3 Kg6 45. Kf4
IHRMoriarty,saubhagya,0-1,1. e4 d6 2. Nc3 g6 3. d4 Bg7 4. Be3 Nf6 5. Qd2 O-O 6. f3 a5 7. Bc4 c6 8. a4 Nbd7 9. Nge2 e5 10. dxe5 Nxe5 11. Bb3 Be6 12. Bxe6 fxe6 13. Rd1 Nc4 14. Qd3 Nxb2 15. Qxd6 Nxd1 16. Qxe6+ Kh8 17. Nxd1 Re8 18. Qb3 Qd7 19. O-O Rad8 20. Ndc3 Nh5 21. Rd1 Qc7 22. Rxd8 Rxd8 23. Bb6 Qd7 24. Bxd8 Qxd8 25. h3 Qh4 26. Qxb7 Qe1+ 27. Kh2 Be5+ 28. f4 Nxf4 29. Qc8+ Kg7 30. Qd7+ Kh6 31. Nxf4 Bxf4+ 32. g3
Anuraag2003,saubhagya,0-1,1. c4 Nf6 2. Nc3 e6 3. Nf3 Be7 4. e4 O-O 5. d4 d5 6. e5 Ne4 7. cxd5 exd5 8. Be2 Nxc3 9. bxc3 f6 10. exf6 Bxf6 11. O-O Kh8 12. Re1 c5 13. dxc5 Bxc3 14. Bd2 Bxa1 15. Qxa1 Nc6 16. Bc1 Bg4 17. Qc3 Bxf3 18. Bxf3 d4 19. Qd3 Ne5 20. Qe4 Nxf3+ 21. Qxf3 Rxf3 22. gxf3 Qf6 23. h4 Qxf3 24. Bg5 Rf8 25. Rf1 d3 26. Kh2 h6 27. Be7 Rf7 28. Re1 d2 29. Re3 Qxf2+ 30. Kh3 d1=Q 31. Rg3 Qh1+ 32. Kg4 Qf4+ 33. Kh5 Qhxh4+ 34. Bxh4 Rf5+ 35. Kg6 Rf6+ 36. Kh5 Qxg3 37. Bxg3 Rf5+ 38. Kg6 Rxc5 39. Bd6 Rg5+ 40. Kf7 Kh7 41. a3 Ra5 42. Bb4 Ra4 43. Ke6 h5 44. Kd7 Rxb4 45. Kc7 Ra4 46. Kxb7 Rxa3 47. Kc6 Rc3+ 48. Kb7 a5 49. Ka6 a4 50. Kb5 a3 51. Kb4 Rh3 52. Kc4 a2 53. Kd5 a1=Q 54. Ke4 Qf1 55. Kd4 Rh2 56. Ke3 Re2+ 57. Kd3 Qd1+ 58. Kc3 Rc2+ 59. Kb3 Qb1+ 60. Ka3 Ra2#
ishgavkhadkar,saubhagya,0-1,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. f3 Bg7 7. Be3 O-O 8. Qd2 Nc6 9. O-O-O d5 10. exd5 Nxd5 11. Nxc6 bxc6 12. Nxd5 cxd5 13. Qxd5 Qc7 14. Bd3 Be6 15. Qc5 Qb7 16. Be4 Qxb2+ 17. Kd2 Rac8 18. Qxa7 Qc3+ 19. Ke2 Bc4+ 20. Kf2 f5 21. Bd2 Qd4+ 22. Be3 Qxa7 23. Bxa7 fxe4
saubhagya,Srana7009,1-0,1. e4 e6 2. Nf3 d5 3. exd5 exd5 4. d4 Be6 5. Bd3 Nf6 6. O-O Be7 7. Re1 O-O 8. Bf4 Nbd7 9. Ne5 Nxe5 10. dxe5 Nd7 11. Bg3 c5 12. Qh5 g6 13. Qf3 a6 14. c3 b5 15. Nd2 Nb6 16. b3 Qd7 17. Rad1 Rad8 18. h3 Qb7 19. c4 bxc4 20. bxc4 Rd7 21. cxd5 Bxd5 22. Be4 Bxe4 23. Nxe4 Rxd1 24. Rxd1 f5 25. Nf6+
saubhagya,KokonoeThor,0-1,1. e4 d5 2. exd5 Qxd5 3. Nf3 Nf6 4. Nc3 Qa5 5. Be2 c6 6. O-O Bf5 7. d3 e6 8. Bg5 Nbd7 9. h3 Bg6 10. Re1 Bh5 11. Nh2 Qxg5 12. f4 Bxe2 13. fxg5 Bxd1 14. gxf6 Bxc2 15. fxg7 Bxg7 16. Re3 Bd4
diplomat_gamer,saubhagya,0-1,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3 O-O 8. Qd2 Nc6 9. g4 d5 10. Nxc6 bxc6 11. e5 Nd7 12. f4 Rb8 13. O-O-O e6 14. Kb1 c5 15. h4 Qb6 16. b3 d4 17. Bxd4 cxd4 18. Ne4 Bb7 19. Bd3 Bxe4 20. Bxe4 f5 21. gxf5 exf5 22. Bd5+ Kh8 23. Qxd4 Qxd4 24. Rxd4 Rbd8 25. Rhd1 Nb6 26. c4 Bh6 27. e6 Rfe8 28. Re1 Bg7 29. Rd3 Nxd5 30. cxd5 Rd6 31. Kc2 Rc8+ 32. Kd2 Kg8 33. Rde3 Rxd5+ 34. Ke2 Bf6 35. Kf3 Bxh4 36. e7 Re8 37. Re6 Bxe1
KD_chess,saubhagya,0-1,1. e4 c5 2. c3 d6 3. d4 cxd4 4. cxd4 Nf6 5. Bd3 g6 6. Nc3 Bg7 7. Be3 O-O 8. Nf3 Nc6 9. O-O Bg4 10. h3 Bxf3 11. Qxf3 Nd7 12. a3 Nxd4 13. Bxd4 Bxd4 14. Rac1 Rc8 15. Nd5 Rxc1 16. Rxc1 Bxb2 17. Rb1 Bxa3 18. Rxb7 Bc5 19. Bb5 Ne5 20. Qe2 e6 21. Ne7+ Kg7 22. Kh2 d5 23. exd5 Bxe7 24. Qxe5+ Bf6 25. Qc7 Qxc7+ 26. Rxc7 Be5+
saubhagya,Priyanshu1502,1-0,1. e4 c5 2. Nf3 d6 3. c3 g6 4. d4 cxd4 5. Qxd4 Nf6 6. e5 Nc6 7. Bb5 dxe5 8. Bxc6+ bxc6 9. Qxd8+ Kxd8 10. Nxe5 Be6 11. Nxc6+ Kc7 12. Nd4 Bd7 13. Bf4+ Kb7 14. Nd2 Nd5 15. Bg3 Bg7 16. O-O e5 17. N4b3 f5 18. Nc5+ Kc8 19. Nc4 Bb5 20. Nd6+ Kb8 21. Nxb5 g5 22. Nd7+ Kc8 23. Bxe5 Kxd7 24. Bxg7
saubhagya,madhav2800,1-0,1. e4 e5 2. Nf3 Nc6 3. c3 Nf6 4. d4 exd4 5. e5 Qe7 6. Be2 Ne4 7. cxd4 d5 8. O-O Bd7 9. Nc3 Nxc3 10. bxc3 g6 11. Bg5 Qe6 12. Bf6 Rg8 13. Ng5 Qf5 14. Nxh7 Bg7 15. Bxg7 Rxg7 16. Nf6+ Ke7 17. Bg4 Qg5 18. Bxd7 Rh8 19. Qf3 Qh6 20. h3 g5 21. Qxd5 Qh4 22. Bg4 Rd8 23. Qf3 Rg6 24. Bh5 Rh6 25. Nd5+ Rxd5 26. Qxf7+ Kd8 27. Qe8#
Deadshot699,saubhagya,1-0,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 4. Nf3 Nf6 5. Bc4 e6 6. O-O Be7 7. d3 O-O 8. Bg5 Nbd7 9. Re1 h6 10. Bh4 b6 11. a4 Bb7 12. a5 Nd5 13. Bxd5 Bxd5 14. Bxe7 Qxe7 15. Nxd5 Qc5 16. Nc3 bxa5 17. d4 Qb6 18. Qd3 Nf6 19. Qb5 Qd6 20. Qxa5 Nd5 21. Nxd5 exd5 22. Ne5 Rab8 23. b3 f6 24. Nd3 Rfe8 25. Qc5 Qe6
saubhagya,Rzkolnikov,1-0,1. e4 c6 2. Nf3 d5 3. exd5 cxd5 4. d4 Nc6 5. Bd3 Nf6 6. O-O Bg4 7. c3 e6 8. Bg5 Be7 9. Nbd2 Qc7 10. h3 Bxf3 11. Nxf3 Ne4 12. Bxe7 Nxe7 13. Bxe4 dxe4 14. Ng5 Qc6 15. Qe2 f5 16. f3 exf3 17. Rxf3 Nd5 18. Nxe6 Kd7 19. Nc5+ Kc7 20. Rxf5 Rae8 21. Rf7+ Kb6 22. Qc4 Ne3 23. Qb4+ Qb5 24. Rxb7+ Kc6 25. Qxb5+ Kd5 26. Qd7+ Kc4 27. Rb4#
saubhagya,Abel114,0-1,1. e4 e6 2. Nf3 d5 3. exd5 exd5 4. d4 Bd6 5. Bd3 Nc6 6. O-O Bg4 7. c3 Nge7 8. Bg5 f6 9. Bh4 Qd7 10. Nbd2 O-O-O 11. h3 Bxh3 12. gxh3 Qxh3 13. Nh2 Qxh2#
madhav2800,saubhagya,1-0,1. d4 d5 2. c4 e6 3. g3 Nf6 4. Bg2 c5 5. cxd5 exd5 6. Nf3 c4 7. O-O Nc6 8. Nc3 Bb4 9. Bg5 Bxc3 10. bxc3 Be6 11. Rb1 b6 12. Ne5 Bd7 13. Nxd7 Qxd7 14. Bxf6 gxf6 15. e4 dxe4 16. Bxe4 O-O-O 17. Qa4 Na5 18. Qc2 Kb8 19. Rfe1 Rhe8 20. Bf5 Qd5 21. Be4 Qh5 22. Bg2 Re6 23. d5 Re5 24. f4 Rexd5 25. Bxd5 Qxd5 26. Qe4 Qc5+ 27. Qe3 Qa3 28. Qe7 Qxe7 29. Rxe7 Rd2 30. Rxf7 Rxa2 31. Re1
saubhagya,volcanogenesis,1-0,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 d6 5. Nxd4 Nxd4 6. Qxd4 Nf6 7. O-O c5 8. Qd3 Be7 9. Bg5 O-O 10. f4 h6 11. Bh4 Be6 12. Nc3 Bxc4 13. Qxc4 a6 14. a4 Kh8 15. Rad1 Qc7 16. Rfe1 Rfe8 17. e5 dxe5 18. fxe5 Nh7 19. Qxf7 c4 20. Bxe7 Rxe7 21. Qf5 Rf8 22. Qh3 Ng5 23. Qg4 Qc5+ 24. Qd4 Qc7 25. Nd5 Qd8 26. Nxe7 Qxe7 27. Qd6 Qf7 28. e6 Nf3+ 29. gxf3 Qxf3 30. Qxf8+ Qxf8 31. e7
Deadshot699,saubhagya,0-1,1. e4 d6 2. d4 g6 3. c4 Bg7 4. Nc3 Nf6 5. g3 O-O 6. Bg2 c6 7. Nge2 Re8 8. O-O e5 9. dxe5 dxe5 10. f4 Qxd1 11. Rxd1 exf4 12. Nxf4 Bg4 13. Re1 Na6 14. Be3 Nb4 15. Rad1 Bxd1 16. Rxd1 Nc2 17. Bf2 Rad8 18. Rc1 Nd4 19. Rd1 c5 20. b4 b6 21. bxc5 bxc5 22. Be3 Ng4 23. Bxd4
